"",".","stock_name","ticker","sector","agg_sector"
"1",6996,"Date",NA,NA,NA
"2",2571,"11BIT","11B","Gry video","tech"
"3",1947,"HUBSTYLE","HUB","Media","handel_uslugi"
"4",2553,"4FUNMEDIA","4FM","Media","handel_uslugi"
"5",3507,"ABPL","ABE","Handel hurtowy","handel_uslugi"
"6",2161,"ACAUTOGAZ","ACG","Motoryzacja","dobr_kons"
"7",3639,"ACTION","ACT","Handel hurtowy","handel_uslugi"
"8",1371,"ADIUVO","ADV","Ochrona zdrowia","ochrona_zdr"
"9",5467,"AGORA","AGO","Media","handel_uslugi"
"10",2559,"AGROTON","AGT","Produkcja ¿ywnoœci","dobr_kons"
"11",2304,"AILLERON","ALL","Informatyka","tech"
"12",1514,"AIRWAY","AWM","Ochrona zdrowia","ochrona_zdr"
"13",2041,"ALIOR","ALR","Banki","finanse"
"14",127,"AIGAMES","ALG","Gry video","tech"
"15",57,"ALLEGRO","ALE","Handel internetowy","handel_uslugi"
"16",5074,"ALTA","AAT","Nieruchomoœci","prod_bud"
"17",1617,"ALTUSTFI","ALI","Rynek kapita³owy","finanse"
"18",1650,"ALUMETAL","AML","Hutnictwo","chem_sur"
"19",3890,"AMBRA","AMB","Produkcja ¿ywnoœci","dobr_kons"
"20",5868,"AMICA","AMC","Wyposa¿enie domu","dobr_kons"
"21",3955,"AMREST","EAT","Rekreacja i wypoczynek","handel_uslugi"
"22",5935,"APATOR","APT","Elektromaszynowy","prod_przem"
"23",2802,"APLISENS","APN","Elektromaszynowy","prod_przem"
"24",1594,"APSENERGY","APE","Elektromaszynowy","prod_przem"
"25",1105,"ARCHICOM","ARH","Nieruchomoœci","prod_bud"
"26",2818,"ARCTIC","ATC","Drewno i papier","chem_sur"
"27",3441,"ARTERIA","ARR","Us³ugi dla przedsiêbiorstw","prod_przem"
"28",1066,"ARTIFEX","ART","Gry video","tech"
"29",3245,"ASBIS","ASB","Handel hurtowy","handel_uslugi"
"30",490,"ASMGROUP","ASM","Media","handel_uslugi"
"31",3227,"ASSECOBS","ABS","Informatyka","tech"
"32",5691,"ASSECOPOL","ACP","Informatyka","tech"
"33",2542,"ASSECOSEE","ASE","Informatyka","tech"
"34",3616,"ASTARTA","AST","Produkcja ¿ywnoœci","dobr_kons"
"35",1394,"ATAL","1AT","Nieruchomoœci","prod_bud"
"36",2137,"ATENDE","ATD","Informatyka","tech"
"37",3519,"ATLANTAPL","ATP","Produkcja ¿ywnoœci","dobr_kons"
"38",5710,"ATLANTIS","ATS","Finanse pozosta³e","finanse"
"39",2416,"ATLASEST","ATL","Nieruchomoœci","prod_bud"
"40",4143,"ATMGRUPA","ATG","Media","handel_uslugi"
"41",2926,"ATREM","ATR","Budownictwo","prod_bud"
"42",810,"AUGA","AUG","Produkcja ¿ywnoœci","dobr_kons"
"43",1181,"AUTOPARTN","APR","Motoryzacja","dobr_kons"
"44",1252,"SANTANDER","SAN","Banki","finanse"
"45",5919,"HANDLOWY","BHW","Banki","finanse"
"46",6906,"MILLENNIUM","MIL","Banki","finanse"
"47",5674,"PEKAO","PEO","Banki","finanse"
"48",5908,"BBIDEV","BBD","Nieruchomoœci","prod_bud"
"49",2343,"BENEFIT","BFT","Rekreacja i wypoczynek","handel_uslugi"
"50",3334,"BEST","BST","Finanse pozosta³e","finanse"
"51",4216,"BETACOM","BCM","Informatyka","tech"
"52",2259,"BIOMEDLUB","BML","Ochrona zdrowia","ochrona_zdr"
"53",3978,"BIOTON","BIO","Ochrona zdrowia","ochrona_zdr"
"54",1032,"BIK","BIK","Nieruchomoœci","prod_bud"
"55",437,"BNPPPL","BNP","Banki","finanse"
"56",393,"BOOMBIT","BBT","Gry video","tech"
"57",6157,"BORYSZEW","BRS","Hutnictwo","chem_sur"
"58",5321,"BOS","BOS","Banki","finanse"
"59",1864,"BOWIM","BOW","Zaopatrzenie przedsiêbiorstw","prod_przem"
"60",1991,"BRASTER","BRA","Ochrona zdrowia","ochrona_zdr"
"61",3008,"BAHOLDING","BAH","Motoryzacja","dobr_kons"
"62",6442,"BUDIMEX","BDX","Budownictwo","prod_bud"
"63",3006,"BUMECH","BMC","Elektromaszynowy","prod_przem"
"64",1709,"CPGROUP","CPG","Nieruchomoœci","prod_bud"
"65",4007,"CAPITAL","CPA","Finanse pozosta³e","finanse"
"66",4044,"CCC","CCC","Odzie¿ i kosmetyki","dobr_kons"
"67",6594,"CDPROJEKT","CDR","Gry video","tech"
"68",1546,"CDRL","CDL","Odzie¿ i kosmetyki","dobr_kons"
"69",1056,"CLNPHARMA","CLN","Ochrona zdrowia","ochrona_zdr"
"70",5123,"CNT","CNT","Budownictwo","prod_bud"
"71",3939,"NOWAGALA","CNG","Budownictwo","prod_bud"
"72",3526,"CEZ","CEZ","Energia","energia"
"73",2552,"CFI","CFI","Rekreacja i wypoczynek","handel_uslugi"
"74",3305,"CIGAMES","CIG","Gry video","tech"
"75",4012,"CIECH","CIE","Chemia","chem_sur"
"76",922,"CITYSERV","CTS","Us³ugi dla przedsiêbiorstw","prod_przem"
"77",5945,"COGNOR","COG","Hutnictwo","chem_sur"
"78",5494,"COMARCH","CMR","Informatyka","tech"
"79",3861,"COMP","CMP","Informatyka","tech"
"80",1576,"CELTIC","CPD","Nieruchomoœci","prod_bud"
"81",2934,"ORCOGROUP","OPG","Nieruchomoœci","prod_bud"
"82",3204,"CYFRPLSAT","CPS","Telekomunikacja","tech"
"83",1773,"CZTOREBKA","CZT","Nieruchomoœci","prod_bud"
"84",4,"DADELO-PDA","DADA","Handel internetowy","handel_uslugi"
"85",2024,"DATAWALK","DAT","Informatyka","tech"
"86",3886,"DECORA","DCR","Budownictwo","prod_bud"
"87",1168,"DEKPOL","DEK","Budownictwo","prod_bud"
"88",2629,"DELKO","DEL","Handel hurtowy","handel_uslugi"
"89",329,"DEVELIA","DVL","Nieruchomoœci","prod_bud"
"90",6499,"DEBICA","DBC","Motoryzacja","dobr_kons"
"91",4143,"DGA","DGA","Us³ugi dla przedsiêbiorstw","prod_przem"
"92",249,"DIGITREE","DTR","Informatyka","tech"
"93",961,"DINOPL","DNP","Sieci handlowe","handel_uslugi"
"94",3582,"DOMDEV","DOM","Nieruchomoœci","prod_bud"
"95",2352,"DREWEX","DRE","Drewno i papier","chem_sur"
"96",3938,"DROZAPOL","DPL","Zaopatrzenie przedsiêbiorstw","prod_przem"
"97",6225,"ECHO","ECH","Nieruchomoœci","prod_bud"
"98",2118,"EDINVEST","EDI","Nieruchomoœci","prod_bud"
"99",6708,"EFEKT","EFK","Us³ugi dla przedsiêbiorstw","prod_przem"
"100",2842,"EKOEXPORT","EEX","Recykling","chem_sur"
"101",6134,"ELBUDOWA","ELB","Budownictwo","prod_bud"
"102",4199,"BEDZIN","BDZ","Energia","energia"
"103",3407,"ELEKTROTI","ELT","Budownictwo","prod_bud"
"104",2130,"ELEMENTAL","EMT","Recykling","chem_sur"
"105",4374,"ELKOP","EKP","Nieruchomoœci","prod_bud"
"106",5225,"ELZAB","ELZ","Informatyka","tech"
"107",3548,"EMCINSMED","EMC","Ochrona zdrowia","ochrona_zdr"
"108",3068,"ENEA","ENA","Energia","energia"
"109",1945,"ENELMED","ENE","Ochrona zdrowia","ochrona_zdr"
"110",1797,"ENERGA","ENG","Energia","energia"
"111",5505,"ENAP","ENP","Budownictwo","prod_bud"
"112",3278,"ENERGOINS","ENI","Budownictwo","prod_bud"
"113",1276,"ENTER","ENT","Transport","prod_przem"
"114",3419,"ERBUD","ERB","Budownictwo","prod_bud"
"115",3968,"ERG","ERG","Tworzywa i guma","chem_sur"
"116",2289,"ESOTIQ","EAH","Odzie¿ i kosmetyki","dobr_kons"
"117",2529,"EUCO","EUC","Ubezpieczenia","finanse"
"118",4013,"EUROCASH","EUR","Sieci handlowe","handel_uslugi"
"119",613,"EUROHOLD","EHG","Ubezpieczenia","finanse"
"120",3453,"EUROTEL","ETL","Sieci handlowe","handel_uslugi"
"121",3639,"FAMUR","FMF","Elektromaszynowy","prod_przem"
"122",4819,"FASING","FSG","Elektromaszynowy","prod_przem"
"123",2532,"FASTFIN","FFI","Finanse pozosta³e","finanse"
"124",1922,"FEERUM","FEE","Elektromaszynowy","prod_przem"
"125",2665,"FERRO","FRO","Budownictwo","prod_bud"
"126",5612,"FERRUM","FER","Hutnictwo","chem_sur"
"127",6136,"FORTE","FTE","Wyposa¿enie domu","dobr_kons"
"128",181,"GAMEOPS","GOP","Gry video","tech"
"129",111,"GAMFACTOR","GIF","Gry video","tech"
"130",4938,"GETIN","GTN","Banki","finanse"
"131",2260,"GETINOBLE","GNB","Banki","finanse"
"132",1721,"GLCOSMED","GLC","Odzie¿ i kosmetyki","dobr_kons"
"133",4208,"GTC","GTC","Nieruchomoœci","prod_bud"
"134",4459,"GOBARTO","GOB","Produkcja ¿ywnoœci","dobr_kons"
"135",2958,"VINDEXUS","VIN","Finanse pozosta³e","finanse"
"136",2570,"GPW","GPW","Rynek kapita³owy","finanse"
"137",5475,"GROCLIN","GCN","Motoryzacja","dobr_kons"
"138",1954,"GRODNO","GRN","Zaopatrzenie przedsiêbiorstw","prod_przem"
"139",3166,"GRUPAAZOTY","ATT","Chemia","chem_sur"
"140",3308,"IMMOBILE","GKI","Finanse pozosta³e","finanse"
"141",6265,"KETY","KTY","Hutnictwo","chem_sur"
"142",3932,"LOTOS","LTS","Paliwa","energia"
"143",6817,"ZYWIEC","ZWC","Produkcja ¿ywnoœci","dobr_kons"
"144",2573,"HARPER","HRP","Odzie¿ i kosmetyki","dobr_kons"
"145",3367,"HELIO","HEL","Produkcja ¿ywnoœci","dobr_kons"
"146",3532,"HERKULES","HRS","Budownictwo","prod_bud"
"147",1341,"HMINWEST","HMI","Nieruchomoœci","prod_bud"
"148",892,"HOLLYWOOD","HLD","Pozosta³y handel i us³ugi","handel_uslugi"
"149",5678,"HYDROTOR","HDR","Elektromaszynowy","prod_przem"
"150",933,"I2DEV","I2D","Nieruchomoœci","prod_bud"
"151",2924,"IFIRMA","IFI","Informatyka","tech"
"152",2380,"IMCOMPANY","IMC","Produkcja ¿ywnoœci","dobr_kons"
"153",1234,"IIAAV","IIA","Nieruchomoœci","prod_bud"
"154",4296,"IMPEL","IPL","Us³ugi dla przedsiêbiorstw","prod_przem"
"155",5890,"IMPERA","IMP","Finanse pozosta³e","finanse"
"156",2012,"IMS","IMS","Media","handel_uslugi"
"157",3453,"INC","INC","Finanse pozosta³e","finanse"
"158",6719,"INGBSK","ING","Banki","finanse"
"159",2190,"INPRO","INP","Nieruchomoœci","prod_bud"
"160",4637,"INSTALKRK","INK","Budownictwo","prod_bud"
"161",4154,"INTERCARS","CAR","Motoryzacja","dobr_kons"
"162",1979,"INTERAOLT","IRL","Energia","energia"
"163",2332,"INTERFERI","INF","Rekreacja i wypoczynek","handel_uslugi"
"164",1985,"ITMTRADE","ITM","Odzie¿ i kosmetyki","dobr_kons"
"165",1214,"PROVIDENT","IPF","Finanse pozosta³e","finanse"
"166",3607,"INTERSPPL","IPO","Odzie¿ i kosmetyki","dobr_kons"
"167",3123,"INTROL","INL","Elektromaszynowy","prod_przem"
"168",2552,"IFCAPITAL","IFC","Finanse pozosta³e","finanse"
"169",2733,"INVISTA","INV","Finanse pozosta³e","finanse"
"170",2857,"IPOPEMA","IPE","Rynek kapita³owy","finanse"
"171",1988,"IZOBLOK","IZB","Tworzywa i guma","chem_sur"
"172",3267,"IZOLACJA","IZO","Budownictwo","prod_bud"
"173",2323,"IZOSTAL","IZS","Elektromaszynowy","prod_przem"
"174",3412,"JWCONSTR","JWC","Nieruchomoœci","prod_bud"
"175",2406,"JSW","JSW","Górnictwo","chem_sur"
"176",1312,"JWWINVEST","JWW","Elektromaszynowy","prod_przem"
"177",3193,"K2INTERNT","K2I","Informatyka","tech"
"178",4165,"KBDOM","KBD","Budownictwo","prod_bud"
"179",5518,"KCI","KCI","Media","handel_uslugi"
"180",3311,"KERNEL","KER","Produkcja ¿ywnoœci","dobr_kons"
"181",5913,"KGHM","KGH","Górnictwo","chem_sur"
"182",2384,"KINOPOL","KPL","Media","handel_uslugi"
"183",5152,"KOGENERA","KGN","Energia","energia"
"184",5255,"KOMPAP","KMP","Drewno i papier","chem_sur"
"185",3398,"KOMPUTRON","KOM","Sieci handlowe","handel_uslugi"
"186",1032,"KGL","KGL","Zaopatrzenie przedsiêbiorstw","prod_przem"
"187",1535,"KPPD","KPD","Drewno i papier","chem_sur"
"188",3233,"KRAKCHEM","KCH","Zaopatrzenie przedsiêbiorstw","prod_przem"
"189",3135,"KREDYTIN","KRI","Finanse pozosta³e","finanse"
"190",998,"KRKA","KRK","Ochrona zdrowia","ochrona_zdr"
"191",2446,"KRUK","KRU","Finanse pozosta³e","finanse"
"192",5975,"KRUSZWICA","KSW","Produkcja ¿ywnoœci","dobr_kons"
"193",1288,"KRVITAMIN","KVT","Produkcja ¿ywnoœci","dobr_kons"
"194",3013,"KREC","KRC","Recykling","chem_sur"
"195",2219,"KSGAGRO","KSG","Produkcja ¿ywnoœci","dobr_kons"
"196",1667,"LABOPRINT","LAB","Us³ugi dla przedsiêbiorstw","prod_przem"
"197",2924,"LARQ","LRQ","Media","handel_uslugi"
"198",3917,"LENA","LEN","Elektromaszynowy","prod_przem"
"199",5920,"LENTEX","LTX","Budownictwo","prod_bud"
"200",2408,"LIBET","LBT","Budownictwo","prod_bud"
"201",1715,"LIVECHAT","LVC","Informatyka","tech"
"202",1115,"LOKUM","LKD","Nieruchomoœci","prod_bud"
"203",4884,"LPP","LPP","Odzie¿ i kosmetyki","dobr_kons"
"204",3458,"LSISOFT","LSI","Informatyka","tech"
"205",5947,"LUBAWA","LBW","Odzie¿ i kosmetyki","dobr_kons"
"206",2919,"BOGDANKA","LWB","Górnictwo","chem_sur"
"207",2610,"MABION","MAB","Ochrona zdrowia","ochrona_zdr"
"208",3058,"MAKARONPL","MAK","Produkcja ¿ywnoœci","dobr_kons"
"209",3935,"MANGATA","MGT","Elektromaszynowy","prod_przem"
"210",2864,"MBWS","MBW","Produkcja ¿ywnoœci","dobr_kons"
"211",715,"MARVIPOL","MVP","Nieruchomoœci","prod_bud"
"212",1196,"MASTERPHA","MPH","Ochrona zdrowia","ochrona_zdr"
"213",912,"MAXCOM","MXC","Wyposa¿enie domu","dobr_kons"
"214",6903,"MBANK","MBK","Banki","finanse"
"215",5011,"MCI","MCI","Finanse pozosta³e","finanse"
"216",5910,"MDIENERGIA","MDI","Budownictwo","prod_bud"
"217",2674,"MEDIACAP","MCP","Media","handel_uslugi"
"218",2299,"MEDICALG","MDG","Ochrona zdrowia","ochrona_zdr"
"219",518,"MEDINICE","ICE","Ochrona zdrowia","ochrona_zdr"
"220",5433,"MENNICA","MNC","Hutnictwo","chem_sur"
"221",1761,"MERCATOR","MRC","Ochrona zdrowia","ochrona_zdr"
"222",3321,"MERCOR","MCR","Budownictwo","prod_bud"
"223",2130,"MEXPOLSKA","MEX","Rekreacja i wypoczynek","handel_uslugi"
"224",1727,"MFO","MFO","Budownictwo","prod_bud"
"225",2311,"MILKILAND","MLK","Produkcja ¿ywnoœci","dobr_kons"
"226",3473,"MIRACULUM","MIR","Odzie¿ i kosmetyki","dobr_kons"
"227",3041,"MIRBUD","MRB","Budownictwo","prod_bud"
"228",614,"MLSYSTEM","MLS","Energia","energia"
"229",1491,"MLPGROUP","MLG","Nieruchomoœci","prod_bud"
"230",2351,"MOJ","MOJ","Elektromaszynowy","prod_przem"
"231",3471,"MOL","MOL","Paliwa","energia"
"232",3541,"MONNARI","MON","Odzie¿ i kosmetyki","dobr_kons"
"233",5561,"MOSTALPLC","MSP","Budownictwo","prod_bud"
"234",6711,"MOSTALWAR","MSW","Budownictwo","prod_bud"
"235",6590,"MOSTALZAB","MSZ","Budownictwo","prod_bud"
"236",4836,"MUZA","MZA","Media","handel_uslugi"
"237",3185,"MWTRADE","MWT","Finanse pozosta³e","finanse"
"238",535,"NANOGROUP","NNG","Biotechnologia","ochrona_zdr"
"239",5175,"NETIA","NET","Telekomunikacja","tech"
"240",4057,"NEUCA","NEU","Ochrona zdrowia","ochrona_zdr"
"241",1801,"NEWAG","NWG","Elektromaszynowy","prod_przem"
"242",48,"NEXITY","NXG","Finanse pozosta³e","finanse"
"243",398,"NOVATURAS","NTU","Rekreacja i wypoczynek","handel_uslugi"
"244",64,"NOVAVISGR","NVG","Finanse pozosta³e","finanse"
"245",5895,"NOVITA","NVT","Zaopatrzenie przedsiêbiorstw","prod_przem"
"246",3448,"NTTSYSTEM","NTT","Informatyka","tech"
"247",5615,"ODLEWNIE","ODL","Hutnictwo","chem_sur"
"248",3425,"OEX","OEX","Pozosta³y handel i us³ugi","handel_uslugi"
"249",675,"OAT","OAT","Biotechnologia","ochrona_zdr"
"250",2411,"OPENFIN","OPF","Finanse pozosta³e","finanse"
"251",3327,"OPONEO.PL","OPN","Handel internetowy","handel_uslugi"
"252",2243,"OPTEAM","OPM","Informatyka","tech"
"253",5574,"ORANGEPL","OPL","Telekomunikacja","tech"
"254",3265,"ORZBIALY","OBL","Recykling","chem_sur"
"255",1632,"OTLOG","OTS","Transport","prod_przem"
"256",1834,"OVOSTAR","OVO","Produkcja ¿ywnoœci","dobr_kons"
"257",3079,"PANOVA","NVA","Budownictwo","prod_bud"
"258",3179,"PAMAPOL","PMP","Produkcja ¿ywnoœci","dobr_kons"
"259",5008,"AWBUD","AWB","Budownictwo","prod_bud"
"260",2638,"PATENTUS","PAT","Elektromaszynowy","prod_przem"
"261",2041,"PCCEXOL","PCX","Chemia","chem_sur"
"262",1666,"PCCROKITA","PCR","Chemia","chem_sur"
"263",9,"PCFGROUP","PCF","Gry video","tech"
"264",1201,"PEKABEX","PBX","Budownictwo","prod_bud"
"265",5822,"PEPEES","PPS","Produkcja ¿ywnoœci","dobr_kons"
"266",2823,"PGE","PGE","Energia","energia"
"267",3857,"PGNIG","PGN","Paliwa","energia"
"268",808,"PGO","PGO","Hutnictwo","chem_sur"
"269",2994,"PGSSOFT","PSW","Informatyka","tech"
"270",2640,"PHARMENA","PHR","Ochrona zdrowia","ochrona_zdr"
"271",2003,"PHN","PHN","Nieruchomoœci","prod_bud"
"272",1634,"PHOTON","PEN","Energia","energia"
"273",5203,"PROJPRZEM","PJP","Budownictwo","prod_bud"
"274",5318,"PKNORLEN","PKN","Paliwa","energia"
"275",4077,"PKOBP","PKO","Banki","finanse"
"276",1825,"PKPCARGO","PKP","Transport","prod_przem"
"277",4180,"PLASTBOX","PLX","Tworzywa i guma","chem_sur"
"278",2394,"PLATYNINW","PIW","Nieruchomoœci","prod_bud"
"279",885,"PLAY","PLY","Telekomunikacja","tech"
"280",1085,"PLAYWAY","PLW","Gry video","tech"
"281",3099,"PLAZACNTR","PLZ","Nieruchomoœci","prod_bud"
"282",5641,"PMPG","PGM","Media","handel_uslugi"
"283",3943,"PEP","PEP","Energia","energia"
"284",3788,"POLICE","PCE","Chemia","chem_sur"
"285",5804,"POLIMEXMS","PXM","Budownictwo","prod_bud"
"286",5479,"POLNORD","PND","Nieruchomoœci","prod_bud"
"287",1194,"PBKM","BKM","Biotechnologia","ochrona_zdr"
"288",1595,"POLWAX","PWX","Chemia","chem_sur"
"289",3160,"POZBUD","POZ","Budownictwo","prod_bud"
"290",2876,"PRAGMAINK","PRI","Finanse pozosta³e","finanse"
"291",3122,"PRAGMAFA","PRF","Finanse pozosta³e","finanse"
"292",1353,"PRAIRIE","PDZ","Górnictwo","chem_sur"
"293",2756,"PRIMAMODA","PMA","Odzie¿ i kosmetyki","dobr_kons"
"294",524,"PRIMETECH","PTH","Elektromaszynowy","prod_przem"
"295",1458,"PEMANAGER","PEM","Finanse pozosta³e","finanse"
"296",3345,"PROCAD","PRD","Informatyka","tech"
"297",6502,"PROCHEM","PRM","Budownictwo","prod_bud"
"298",4977,"PROTEKTOR","PRT","Odzie¿ i kosmetyki","dobr_kons"
"299",3831,"PULAWY","ZAP","Chemia","chem_sur"
"300",151,"PUNKPIRAT","PUN","Finanse pozosta³e","finanse"
"301",513,"PURE","PUR","Biotechnologia","ochrona_zdr"
"302",3094,"CORMAY","CRM","Ochrona zdrowia","ochrona_zdr"
"303",2697,"PZU","PZU","Ubezpieczenia","finanse"
"304",2564,"QUANTUM","QNT","Informatyka","tech"
"305",3076,"QUERCUS","QRS","Rynek kapita³owy","finanse"
"306",780,"R22","R22","Nowe technologie","tech"
"307",3450,"RADPOL","RDL","Tworzywa i guma","chem_sur"
"308",6683,"RAFAKO","RFK","Budownictwo","prod_bud"
"309",2669,"RAFAMET","RAF","Elektromaszynowy","prod_przem"
"310",3313,"RAINBOW","RBW","Rekreacja i wypoczynek","handel_uslugi"
"311",2642,"RANKPROGR","RNK","Nieruchomoœci","prod_bud"
"312",4044,"RAWLPLUG","RWL","Elektromaszynowy","prod_przem"
"313",4227,"REDAN","RDN","Odzie¿ i kosmetyki","dobr_kons"
"314",411,"REINO","RNC","Finanse pozosta³e","finanse"
"315",6178,"RELPOL","RLP","Elektromaszynowy","prod_przem"
"316",6385,"REMAK","RMK","Budownictwo","prod_bud"
"317",2983,"RESBUD","RES","Budownictwo","prod_bud"
"318",3200,"RONSON","RON","Nieruchomoœci","prod_bud"
"319",308,"RYVU","RVU","Biotechnologia","ochrona_zdr"
"320",5899,"SANOK","SNK","Motoryzacja","dobr_kons"
"321",6800,"SANPL","SPL","Banki","finanse"
"322",5198,"SANWIL","SNW","Odzie¿ i kosmetyki","dobr_kons"
"323",2671,"SECOGROUP","SWG","Elektromaszynowy","prod_przem"
"324",2992,"SEKO","SEK","Produkcja ¿ywnoœci","dobr_kons"
"325",2979,"SELENAFM","SEL","Budownictwo","prod_bud"
"326",2393,"SELVITA","SLV","Biotechnologia","ochrona_zdr"
"327",2667,"SERINUS","SEN","Paliwa","energia"
"328",1080,"SESCOM","SES","Us³ugi dla przedsiêbiorstw","prod_przem"
"329",3640,"SFINKS","SFS","Rekreacja i wypoczynek","handel_uslugi"
"330",2618,"SILVANO","SFG","Odzie¿ i kosmetyki","dobr_kons"
"331",4666,"SIMPLE","SME","Informatyka","tech"
"332",1552,"SKARBIEC","SKH","Rynek kapita³owy","finanse"
"333",2955,"SKYLINE","SKL","Finanse pozosta³e","finanse"
"334",3648,"SLEEPZAG","SLZ","Handel internetowy","handel_uslugi"
"335",5895,"SOHODEV","SHD","Nieruchomoœci","prod_bud"
"336",2141,"SOLAR","SOL","Odzie¿ i kosmetyki","dobr_kons"
"337",2654,"SONEL","SON","Elektromaszynowy","prod_przem"
"338",366,"SOPHARMA","SPH","Ochrona zdrowia","ochrona_zdr"
"339",6585,"STALEXP","STX","Transport","prod_przem"
"340",5794,"STALPROD","STP","Hutnictwo","chem_sur"
"341",4972,"STALPROFI","STF","Zaopatrzenie przedsiêbiorstw","prod_przem"
"342",1900,"SUNEX","SNX","Elektromaszynowy","prod_przem"
"343",4836,"SUWARY","SUW","Tworzywa i guma","chem_sur"
"344",4040,"SWISSMED","SWD","Ochrona zdrowia","ochrona_zdr"
"345",6318,"SYGNITY","SGN","Informatyka","tech"
"346",2329,"SYNEKTIK","SNT","Biotechnologia","ochrona_zdr"
"347",4099,"SNIEZKA","SKA","Budownictwo","prod_bud"
"348",283,"TALANX","TNX","Ubezpieczenia","finanse"
"349",4773,"TALEX","TLX","Informatyka","tech"
"350",1681,"TARCZYNSKI","TAR","Produkcja ¿ywnoœci","dobr_kons"
"351",1216,"TATRY","TMR","Rekreacja i wypoczynek","handel_uslugi"
"352",2663,"TAURONPE","TPE","Energia","energia"
"353",1059,"TBULL","TBL","Gry video","tech"
"354",661,"TSGAMES","TEN","Gry video","tech"
"355",1940,"TERMOREX","TRR","Paliwa","energia"
"356",2876,"TESGAS","TSG","Budownictwo","prod_bud"
"357",5684,"TIM","TIM","Zaopatrzenie przedsiêbiorstw","prod_przem"
"358",1616,"TORPOL","TOR","Budownictwo","prod_bud"
"359",628,"TOWERINVT","TOW","Nieruchomoœci","prod_bud"
"360",2026,"TOYA","TOA","Handel hurtowy","handel_uslugi"
"361",3217,"TRAKCJA","TRK","Budownictwo","prod_bud"
"362",2398,"TRANSPOL","TRN","Transport","prod_przem"
"363",4872,"TRITON","TRI","Nieruchomoœci","prod_bud"
"364",742,"TXM","TXM","Odzie¿ i kosmetyki","dobr_kons"
"365",5328,"ULMA","ULM","Budownictwo","prod_bud"
"366",637,"ULTGAMES","ULG","Gry video","tech"
"367",3197,"UNIBEP","UNI","Budownictwo","prod_bud"
"368",2906,"UNICREDIT","UCG","Banki","finanse"
"369",3262,"UNIMA","U2K","Informatyka","tech"
"370",1926,"UNIMOT","UNT","Paliwa","energia"
"371",3275,"URSUS","URS","Elektromaszynowy","prod_przem"
"372",2375,"VENTUREIN","VTI","Finanse pozosta³e","finanse"
"373",1404,"VIGOSYS","VGO","Nowe technologie","tech"
"374",1775,"VISTAL","VTL","Budownictwo","prod_bud"
"375",2155,"VIVID","VVD","Gry video","tech"
"376",2513,"VOTUM","VOT","Ubezpieczenia","finanse"
"377",2319,"VOXEL","VOX","Ochrona zdrowia","ochrona_zdr"
"378",6762,"VRG","VRG","Odzie¿ i kosmetyki","dobr_kons"
"379",3002,"WARIMPEX","WXF","Nieruchomoœci","prod_bud"
"380",4850,"WASKO","WAS","Informatyka","tech"
"381",5574,"WAWEL","WWL","Produkcja ¿ywnoœci","dobr_kons"
"382",3287,"WIELTON","WLT","Elektromaszynowy","prod_przem"
"383",5382,"WIKANA","WIK","Nieruchomoœci","prod_bud"
"384",1451,"WIRTUALNA","WPL","Media","handel_uslugi"
"385",1315,"WITTCHEN","WTN","Odzie¿ i kosmetyki","dobr_kons"
"386",3016,"WOJAS","WOJ","Odzie¿ i kosmetyki","dobr_kons"
"387",2197,"WORKSERV","WSE","Us³ugi dla przedsiêbiorstw","prod_przem"
"388",1178,"XTB","XTB","Rynek kapita³owy","finanse"
"389",857,"XTPL","XTP","Nowe technologie","tech"
"390",2221,"YOLO","YOL","Finanse pozosta³e","finanse"
"391",2119,"ZAMET","ZMT","Elektromaszynowy","prod_przem"
"392",2072,"ZEPAK","ZEP","Energia","energia"
"393",2728,"KANIA","KAN","Produkcja ¿ywnoœci","dobr_kons"
"394",5741,"ROPCZYCE","RPC","Budownictwo","prod_bud"
"395",2542,"OTMUCHOW","OTM","Produkcja ¿ywnoœci","dobr_kons"
"396",4793,"ZPUE","PUE","Elektromaszynowy","prod_przem"
"397",2474,"ZUE","ZUE","Budownictwo","prod_bud"
